iso3,year,event_date,source,admin1,admin2,location,event_type,sub_event_type,interaction,fatalities,timestamp,latitude,longitude,geo_precision,time_precision
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Masvingo,Chiredzi Urban,Chiredzi,Strategic developments,Looting/property destruction,30,0,1618597753,-21.05,31.6667,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Manicaland,Buhera,Murambinda,Violence against civilians,Attack,37,0,1618597753,-19.3,31.6333,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland West,Zvimba,Raffingora,Violence against civilians,Attack,37,0,1618597753,-17.0333,30.4333,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland Central,Bindura Urban,Bindura,Violence against civilians,Attack,37,0,1618597753,-17.2964,31.3297,3,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland East,Mudzi,Mudzi,Strategic developments,Headquarters or base established,30,0,1618597753,-17.1333,32.6666,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland West,Chinhoyi Urban,Chinhoyi,Violence against civilians,Attack,37,0,1618597753,-17.3666,30.2,2,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Hurungwe,Violence against civilians,Attack,37,0,1618597753,-17,29.3333,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland West,Zvimba,Zvimba,Violence against civilians,Attack,37,0,1618597753,-17.75,30.1667,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Midlands,Mberengwa,Mberengwa,Violence against civilians,Attack,37,0,1618597753,-20.4833,29.9167,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Mashonaland Central,Mount Darwin,Mt. Darwin,Violence against civilians,Attack,37,0,1634586994,-16.7833,31.5833,1,3
ZWE,2011,2011-04-15,Zimbabwe Peace Project,Masvingo,Masvingo Urban,Mucheke,Violence against civilians,Attack,37,0,1634586994,-20.0833,30.8167,1,3
ZWE,2011,2011-04-13,Zimbabwe Peace Project,Matabeleland North,Lupane,Lupane,Strategic developments,Arrests,17,0,1618597753,-18.9333,27.7667,1,1
ZWE,2011,2011-04-09,Africa News,Harare,Harare Urban,Glen Norah,Violence against civilians,Attack,17,0,1618597753,-17.9047,30.9838,1,1
ZWE,2011,2011-04-09,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Abduction/forced disappearance,37,0,1634586992,-17.8277,31.0534,1,1
ZWE,2011,2011-04-09,Africa News,Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,37,0,1634586992,-20.15,28.58,1,1
ZWE,2011,2011-04-09,Africa News,Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,37,0,1634586992,-20.15,28.58,1,1
ZWE,2011,2011-04-06,Africa News,Harare,Harare Urban,Warren Park,Violence against civilians,Attack,17,0,1618597753,-17.8303,30.9822,1,1
ZWE,2011,2011-04-05,Herald (Zimbabwe),Harare,Epworth,Epworth,Battles,Armed clash,13,0,1618597753,-17.8794,31.1244,1,1
ZWE,2011,2011-04-04,Zimbabwe Peace Project,Manicaland,Makoni,Headlands,Violence against civilians,Attack,37,0,1618597753,-18.2833,32.05,1,1
ZWE,2011,2011-04-03,Herald (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,37,0,1634586992,-20.15,28.58,1,1
ZWE,2011,2011-04-03,Herald (Zimbabwe),Bulawayo,Bulawayo,Makokoba,Violence against civilians,Attack,37,0,1634586992,-20.1419,28.5753,1,1
ZWE,2011,2011-04-02,Herald (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1634586992,-17.8277,31.0534,1,1
ZWE,2011,2011-03-31,Herald (Zimbabwe),Harare,Chitungwiza,Zengeza,Riots,Mob violence,57,0,1634586992,-17.9939,31.0481,1,1
ZWE,2011,2011-03-28,Africa News,Bulawayo,Bulawayo,Bulawayo,Strategic developments,Arrests,17,0,1634586992,-20.15,28.58,1,1
ZWE,2011,2011-03-26,Zimbabwe Standard,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1634586995,-17.8277,31.0534,1,1
ZWE,2011,2011-03-25,Zimbabwe Standard,Harare,Harare Urban,Harare,Violence against civilians,Abduction/forced disappearance,37,0,1638981223,-17.8277,31.0534,1,1
ZWE,2011,2011-03-24,Reporters Sans Frontieres,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-03-24,Africa News,Manicaland,Chimanimani,Cashel Valley,Violence against civilians,Attack,37,0,1634586992,-19.5386,32.7645,1,1
ZWE,2011,2011-03-24,Africa News,Manicaland,Mutare,Manicaland,Violence against civilians,Attack,37,0,1634586992,-19,32.5,2,1
ZWE,2011,2011-03-22,Herald (Zimbabwe),Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-03-19,Zimbabwe Standard,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1634586995,-17.8277,31.0534,1,1
ZWE,2011,2011-03-17,Herald (Zimbabwe),Mashonaland West,Chegutu Urban,Chegutu,Protests,Peaceful protest,60,0,1618597753,-18.1333,30.15,1,1
ZWE,2011,2011-03-10,Zimbabwe Independent,Midlands,Shurugwi Urban,Shurugwi,Riots,Violent demonstration,50,0,1618597753,-19.6666,30,1,1
ZWE,2011,2011-03-09,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1634586992,-17.8277,31.0534,1,1
ZWE,2011,2011-03-08,Africa News,Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Sexual violence,17,0,1638981223,-20.15,28.58,1,1
ZWE,2011,2011-03-07,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-03-07,Africa News,Bulawayo,Bulawayo,Bulawayo,Protests,Protest with intervention,16,0,1618597753,-20.15,28.58,1,1
ZWE,2011,2011-03-03,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-03-01,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-03-01,Herald (Zimbabwe),Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-28,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Abduction/forced disappearance,37,0,1618597753,-17.8581,31.0372,1,1
ZWE,2011,2011-02-27,Africa News,Bulawayo,Bulawayo,Bulawayo,Violence against civilians,Attack,17,0,1638981223,-20.15,28.58,1,1
ZWE,2011,2011-02-26,Africa News,Manicaland,Buhera,Buhera,Violence against civilians,Attack,37,0,1618597753,-19.3333,31.4333,1,1
ZWE,2011,2011-02-24,Africa News,Manicaland,Mutare Urban,Mutare,Violence against civilians,Attack,37,0,1618597753,-18.9707,32.6709,1,1
ZWE,2011,2011-02-23,Africa News,Manicaland,Mutare,Nyabvure,Violence against civilians,Attack,37,0,1618597753,-19.2441,32.3495,2,1
ZWE,2011,2011-02-23,Africa News,Manicaland,Nyanga,Nyanga,Violence against civilians,Attack,37,0,1618597753,-18.2166,32.75,1,1
ZWE,2011,2011-02-19,AFP,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-18,AFP,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,1,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-18,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Sexual violence,37,1,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-15,Africa News,Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-14,Zimbabwe Peace Project,Manicaland,Nyanga,Nyanga,Violence against civilians,Attack,37,1,1618597753,-18.2166,32.75,1,1
ZWE,2011,2011-02-14,Africa News,Bulawayo,Bulawayo,Nketa,Protests,Protest with intervention,16,0,1618597753,-20.1854,28.524,1,1
ZWE,2011,2011-02-14,Africa News,Bulawayo,Bulawayo,Makokoba,Protests,Protest with intervention,16,0,1618597753,-20.1419,28.5753,1,1
ZWE,2011,2011-02-14,Africa News,Bulawayo,Bulawayo,Pumula-Luveve,Protests,Protest with intervention,16,0,1618597753,-20.1444,28.4733,1,1
ZWE,2011,2011-02-14,Africa News,Bulawayo,Bulawayo,Tshabalala,Protests,Protest with intervention,16,0,1618597753,-20.1733,28.5304,1,1
ZWE,2011,2011-02-13,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1634586992,-17.8581,31.0372,1,1
ZWE,2011,2011-02-12,Africa News,Bulawayo,Bulawayo,Bulawayo,Protests,Protest with intervention,16,0,1618597753,-20.15,28.58,1,1
ZWE,2011,2011-02-12,Local Source,Harare,Harare Urban,Harare,Protests,Peaceful protest,60,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-11,Financial Gazette (Zimbabwe),Harare,Harare Urban,Harare,Riots,Violent demonstration,50,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-11,Zimbabwe Standard,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-10,Zimbabwe Standard,Harare,Harare Urban,Harare,Violence against civilians,Attack,17,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-08,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597753,-17.8581,31.0372,1,1
ZWE,2011,2011-02-08,Africa News,Harare,Epworth,Epworth,Violence against civilians,Attack,37,0,1618597753,-17.8794,31.1244,1,1
ZWE,2011,2011-02-07,Africa News,Harare,Harare Urban,Harare,Riots,Mob violence,57,0,1618597753,-17.8277,31.0534,1,1
ZWE,2011,2011-02-07,Local Source,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597753,-17.8581,31.0372,1,1
ZWE,2011,2011-02-05,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597753,-17.8581,31.0372,1,1
ZWE,2011,2011-02-05,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1634586992,-17.8581,31.0372,1,1
ZWE,2011,2011-02-03,Africa News,Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597753,-20.15,28.58,1,1
ZWE,2011,2011-01-31,Africa News,Manicaland,Makoni,Nyazura,Violence against civilians,Attack,37,0,1618597753,-18.7166,32.1667,1,1
ZWE,2011,2011-01-31,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597753,-17.8581,31.0372,1,1
ZWE,2011,2011-01-23,Zimbabwe Independent,Harare,Harare Urban,Budiriro,Battles,Armed clash,33,0,1618597754,-17.8972,30.9336,1,1
ZWE,2011,2011-01-23,Zimbabwe Independent,Harare,Chitungwiza,Chitungwiza,Battles,Armed clash,33,0,1618597754,-18.0127,31.0756,1,1
ZWE,2011,2011-01-22,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597754,-17.8581,31.0372,1,1
ZWE,2011,2011-01-22,AFP,Mashonaland West,Zvimba,Somerby,Riots,Violent demonstration,15,0,1618597754,-17.901,30.7895,2,1
ZWE,2011,2011-01-20,Africa News,Harare,Harare Urban,Harare,Riots,Violent demonstration,55,0,1618597754,-17.8277,31.0534,1,1
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Muzarabani,Strategic developments,Headquarters or base established,30,0,1618597754,-15.75,29.3333,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Mashonaland West,Chegutu Urban,Chegutu,Strategic developments,Looting/property destruction,30,0,1618597754,-18.1333,30.15,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Bulawayo,Bulawayo,Makokoba,Battles,Armed clash,33,0,1618597754,-20.1419,28.5753,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Manicaland,Chimanimani,Chimanimani,Violence against civilians,Attack,37,0,1618597754,-19.8,32.8667,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Masvingo,Gutu,Gutu,Strategic developments,Headquarters or base established,30,0,1618597754,-19.65,31.1667,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Manicaland,Mutasa,Mutasa,Violence against civilians,Attack,17,0,1618597754,-18.75,32.6333,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Midlands,Mberengwa,Mberengwa,Violence against civilians,Attack,37,0,1634586994,-20.4833,29.9167,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Midlands,Zvishavane Urban,Zvishavane,Violence against civilians,Attack,37,0,1634586994,-20.3333,30.0333,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Muzarabani,Violence against civilians,Attack,37,0,1634586994,-15.75,29.3333,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Mashonaland Central,Mazowe,Mazowe,Violence against civilians,Attack,37,0,1634586994,-17.5166,30.9667,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Masvingo,Bikita,Bikita,Violence against civilians,Attack,37,0,1634586994,-20.0833,31.6167,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Matabeleland South,Umzingwane,Umzingwane,Violence against civilians,Attack,37,0,1634586994,-20.2167,28.8,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Mashonaland West,Sanyati,Sanyati,Violence against civilians,Attack,37,0,1634586994,-17.9527,29.3033,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Mashonaland East,Marondera Urban,Marondera,Violence against civilians,Attack,37,0,1634586994,-18.1833,31.55,1,3
ZWE,2011,2011-01-15,Zimbabwe Peace Project,Midlands,Gokwe South Urban,Gokwe,Violence against civilians,Attack,37,0,1634586994,-18.2166,28.9333,1,3
ZWE,2011,2011-01-13,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597754,-17.8277,31.0534,1,1
ZWE,2011,2011-01-12,Africa News,Masvingo,Zaka,Zaka,Violence against civilians,Attack,17,0,1618597754,-20.35,31.45,1,1
ZWE,2011,2011-01-07,Africa News,Masvingo,Gutu,Gutu,Violence against civilians,Attack,17,0,1618597754,-19.65,31.1667,1,1
ZWE,2010,2010-12-24,Africa News,Masvingo,Chiredzi Urban,Chiredzi,Violence against civilians,Attack,17,0,1618597754,-21.05,31.6667,1,1
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Mashonaland Central,Bindura Urban,Bindura,Strategic developments,Headquarters or base established,30,0,1618597754,-17.2964,31.3297,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Masvingo,Chiredzi Urban,Chiredzi,Violence against civilians,Sexual violence,37,0,1618597754,-21.05,31.6667,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Muzarabani,Strategic developments,Headquarters or base established,30,0,1618597754,-15.75,29.3333,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Manicaland,Mutare Urban,Mutare,Violence against civilians,Attack,17,0,1618597754,-18.9707,32.6709,1,1
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Masvingo,Bikita,Bikita,Violence against civilians,Attack,37,0,1634586994,-20.0833,31.6167,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Bulawayo,Bulawayo,Luveve,Violence against civilians,Attack,37,0,1634586994,-20.1,28.5116,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Midlands,Mberengwa,Mberengwa,Violence against civilians,Attack,37,0,1634586994,-20.4833,29.9167,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Mashonaland East,Hwedza,Wedza,Violence against civilians,Attack,37,0,1634586994,-18.6167,31.5667,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Mashonaland East,Mudzi,Mudzi,Riots,Mob violence,57,0,1634586994,-17.1333,32.6666,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Midlands,Zvishavane Urban,Zvishavane,Violence against civilians,Attack,37,0,1634586994,-20.3333,30.0333,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Mashonaland East,Chikomba,Chikomba,Violence against civilians,Attack,37,0,1634586994,-18.7517,30.8963,2,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Midlands,Gokwe South Urban,Gokwe,Violence against civilians,Attack,37,0,1634586995,-18.2166,28.9333,1,3
ZWE,2010,2010-12-15,Zimbabwe Peace Project,Mashonaland East,Murehwa,Murehwa,Violence against civilians,Attack,37,0,1638981223,-17.6469,31.7775,1,3
ZWE,2010,2010-12-10,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597754,-17.8581,31.0372,1,1
ZWE,2010,2010-12-05,Local Source,Masvingo,Masvingo Urban,Masvingo,Violence against civilians,Attack,37,0,1618597754,-20.0833,30.8333,1,1
ZWE,2010,2010-12-04,Zimbabwe Standard,Harare,Chitungwiza,Chitungwiza,Battles,Armed clash,33,0,1634586995,-18.0127,31.0756,1,1
ZWE,2010,2010-12-01,Local Source,Matabeleland North,Umguza,Nyamandlovu,Violence against civilians,Attack,37,0,1618597754,-19.8579,28.2703,2,1
ZWE,2010,2010-11-30,Herald (Zimbabwe),Bulawayo,Bulawayo,Bulawayo,Protests,Peaceful protest,60,0,1618597754,-20.15,28.58,1,1
ZWE,2010,2010-11-24,Africa News,Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597754,-17.8277,31.0534,1,1
ZWE,2010,2010-11-20,Zimbabwean,Masvingo,Chiredzi Urban,Chiredzi,Violence against civilians,Attack,17,1,1618597755,-21.05,31.6667,2,1
ZWE,2010,2010-11-17,Zimbabwe Peace Project,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,0,1634586994,-18.1333,30.15,1,1
ZWE,2010,2010-11-16,Africa News,Manicaland,Chipinge Urban,Chipinge,Violence against civilians,Attack,17,0,1618597755,-20.2,32.6167,1,1
ZWE,2010,2010-11-16,Zimbabwe Peace Project,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,0,1634586995,-18.1333,30.15,1,1
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Mashonaland West,Makonde,Mhangura,Strategic developments,Looting/property destruction,30,0,1618597755,-16.8939,30.1683,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Masvingo,Bikita,Bikita,Strategic developments,Headquarters or base established,30,0,1618597755,-20.0833,31.6167,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Mashonaland Central,Bindura Urban,Bindura,Strategic developments,Headquarters or base established,30,0,1618597755,-17.2964,31.3297,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Matabeleland South,Gwanda Urban,Gwanda,Violence against civilians,Attack,17,0,1618597755,-20.9333,29,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Muzarabani,Strategic developments,Headquarters or base established,30,0,1618597755,-15.75,29.3333,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Masvingo,Chiredzi Urban,Chiredzi,Strategic developments,Headquarters or base established,30,0,1618597755,-21.05,31.6667,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Manicaland,Mutare Urban,Mutare,Strategic developments,Change to group/activity,10,0,1618597755,-18.9707,32.6709,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Mashonaland Central,Mazowe,Mazowe,Violence against civilians,Attack,37,0,1634586994,-17.5166,30.9667,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Midlands,Zvishavane Urban,Zvishavane,Violence against civilians,Attack,37,0,1634586994,-20.3333,30.0333,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Harare,Harare Urban,Budiriro,Violence against civilians,Attack,37,0,1634586994,-17.8972,30.9336,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Mashonaland Central,Centenary,Chaona,Violence against civilians,Attack,17,0,1634586994,-16.7833,31.2666,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Midlands,Gokwe South,Gokwe Kana,Violence against civilians,Attack,37,0,1634586994,-17.8333,28.5833,1,3
ZWE,2010,2010-11-15,Zimbabwe Peace Project,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,0,1634586995,-18.1333,30.15,1,1
ZWE,2010,2010-11-14,Africa News,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597756,-17.8581,31.0372,1,1
ZWE,2010,2010-11-14,Zimbabwe Peace Project,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,0,1634586994,-18.1333,30.15,1,1
ZWE,2010,2010-11-13,Zimbabwe Peace Project,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,0,1634586994,-18.1333,30.15,1,1
ZWE,2010,2010-11-07,Africa News,Masvingo,Masvingo Urban,Masvingo,Protests,Peaceful protest,60,0,1618597756,-20.0833,30.8333,1,1
ZWE,2010,2010-11-04,Africa News,Masvingo,Bikita,Bikita,Violence against civilians,Attack,37,0,1618597756,-20.0833,31.6167,1,1
ZWE,2010,2010-11-03,Africa News,Manicaland,Makoni,Makoni,Violence against civilians,Attack,37,0,1638981224,-18.7166,31.9833,1,1
ZWE,2010,2010-10-30,Africa News,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597756,-17.8277,31.0534,1,1
ZWE,2010,2010-10-30,Africa News,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,37,0,1618597756,-18.0127,31.0756,1,1
ZWE,2010,2010-10-27,Africa News,Bulawayo,Bulawayo,Bulawayo,Protests,Protest with intervention,16,0,1618597756,-20.15,28.58,1,1
ZWE,2010,2010-10-27,Africa News,Harare,Harare Urban,Budiriro,Battles,Armed clash,13,0,1618597756,-17.8972,30.9336,1,1
ZWE,2010,2010-10-26,Africa News,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,1,1618597756,-18.1333,30.15,1,1
ZWE,2010,2010-10-20,Zimbabwe Standard,Masvingo,Mwenezi,Tshapfu-tshe,Riots,Mob violence,15,0,1618597756,-21.6574,30.5382,2,1
ZWE,2010,2010-10-18,Africa News,Mashonaland East,Mutoko,Mutoko,Strategic developments,Change to group/activity,10,0,1618597756,-17.4,32.2167,1,1
ZWE,2010,2010-10-18,Africa News,Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597756,-17.8277,31.0534,1,1
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Mashonaland West,Hurungwe,Muzarabani,Strategic developments,Headquarters or base established,30,0,1618597756,-15.75,29.3333,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Mashonaland East,Mudzi,Mudzi,Strategic developments,Change to group/activity,33,0,1618597756,-17.1333,32.6666,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Manicaland,Nyanga,Sakarombe,Violence against civilians,Attack,37,0,1618597756,-18.3666,32.7034,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Masvingo,Masvingo Urban,Masvingo,Strategic developments,Change to group/activity,30,0,1618597756,-20.0833,30.8333,2,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Mashonaland Central,Bindura Urban,Bindura,Strategic developments,Headquarters or base established,30,0,1618597756,-17.2964,31.3297,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Manicaland,Mutare Urban,Mutare,Violence against civilians,Attack,17,0,1618597756,-18.9707,32.6709,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Masvingo,Gutu,Gutu,Violence against civilians,Attack,37,0,1634586994,-19.65,31.1667,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Bulawayo,Bulawayo,Nkulumane,Violence against civilians,Attack,37,0,1634586994,-20.185,28.5169,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Mashonaland Central,Mount Darwin,Dotito,Violence against civilians,Attack,37,0,1634586994,-16.5602,31.5814,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Midlands,Kwekwe,Silobela,Violence against civilians,Attack,37,0,1634586994,-18.9833,29.3,1,3
ZWE,2010,2010-10-15,Zimbabwe Peace Project,Midlands,Gweru,Chiwundura,Violence against civilians,Attack,37,0,1634586995,-19.184,30.0137,1,3
ZWE,2010,2010-10-14,Africa News,Midlands,Gweru Urban,Gweru,Riots,Violent demonstration,50,0,1618597756,-19.45,29.82,1,1
ZWE,2010,2010-10-05,Zimbabwe Peace Project,Midlands,Gweru Urban,Mkoba,Violence against civilians,Attack,37,0,1634586994,-19.4667,29.7667,1,1
ZWE,2010,2010-09-29,Africa News,Harare,Harare Urban,Kuwadzana,Battles,Armed clash,13,0,1618597756,-17.8252,30.9263,1,1
ZWE,2010,2010-09-22,Africa News,Manicaland,Buhera,Buhera,Violence against civilians,Abduction/forced disappearance,37,0,1618597756,-19.3333,31.4333,1,1
ZWE,2010,2010-09-20,AFP,Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597756,-17.8277,31.0534,1,1
ZWE,2010,2010-09-19,AFP,Harare,Harare Urban,Mbare,Violence against civilians,Attack,37,0,1618597756,-17.8581,31.0372,1,1
ZWE,2010,2010-09-19,AFP,Harare,Harare Urban,Harare,Violence against civilians,Attack,37,0,1618597756,-17.8277,31.0534,1,1
ZWE,2010,2010-09-17,Africa News,Mashonaland Central,Bindura,Bindura University,Violence against civilians,Attack,78,0,1618597756,-17.3266,31.3392,1,1
ZWE,2010,2010-09-17,AFP,Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597756,-17.8277,31.0534,1,1
ZWE,2010,2010-09-17,Zimbabwe Standard,Bulawayo,Bulawayo,Bulawayo,Battles,Armed clash,13,1,1618597756,-20.15,28.58,1,1
ZWE,2010,2010-09-16,Africa News,Harare,Harare Urban,Harare,Protests,Protest with intervention,16,0,1618597756,-17.8277,31.0534,1,1
ZWE,2010,2010-09-14,Africa News,Mashonaland West,Chegutu Urban,Chegutu,Violence against civilians,Attack,37,0,1618597756,-18.1333,30.15,1,1
ZWE,2010,2010-09-04,Local Source,Manicaland,Nyanga,Nyanga,Violence against civilians,Attack,37,0,1618597756,-18.2166,32.75,1,1
ZWE,2010,2010-09-01,Zimbabwe Standard,Harare,Chitungwiza,Chitungwiza,Violence against civilians,Attack,37,0,1618597756,-18.0127,31.0756,1,2
ZWE,2010,2010-08-25,Zimbabwe Standard,Harare,Harare Urban,Borrowdale,Violence against civilians,Attack,17,0,1618597757,-17.7502,31.0967,1,1
ZWE,2010,2010-08-18,Zimbabwe Peace Project,Manicaland,Chipinge Urban,Chipinge,Violence against civilians,Attack,37,0,1634586994,-20.2,32.6167,1,1
ZWE,2010,2010-08-15,Zimbabwe Independent,Manicaland,Nyanga,Nyanga,Violence against civilians,Attack,37,0,1618597757,-18.2166,32.75,1,1
ZWE,2010,2010-08-15,Zimbabwe Peace Project,Midlands,Kwekwe Urban,Kwekwe,Violence against civilians,Attack,37,0,1618597757,-18.9166,29.8167,1,3
ZWE,2010,2010-08-15,SW Radio Africa,Manicaland,Chimanimani,Chimanimani,Violence against civilians,Attack,37,0,1618597757,-19.8,32.8667,1,1
ZWE,2010,2010-08-15,Zimbabwe Peace Project,Bulawayo,Bulawayo,Luveve,Violence against civilians,Attack,37,0,1634586994,-20.1,28.5116,1,3
